Text,Label
Just because Governor Smarmy and the venal legislature has given you carte blance to forcibly sodomize the ratepayers doesn’t mean that you should. The Goebbels speak of calling the litigation mitigation and utility incompetence power shutoffs ‘public safety’ is beyond the pale.,0
Which one of you just said that?,0
"He be calling gangbang, dike, whore like wtf its lies and im your whole sister nigga smh",1
You seem like a nice girl. I just ask that u dig a little deeper into the subject matter.,1
Call me sexist I guess but I just can't do female commentators wanted to watch #CINvLOU but watching #FLAvMISS instead,1
Im just happy I found the grown women thread ... cause most these girls are in their early 20s and really need to listen to their elders and say less ... cause who tf showering every damn time before sex ? Skin probably dry as hell ...,0
"— “You’re literally sixteen and you’re telling me you think it can’t be fixed. Of course it can! When I was sixteen, I was just as vulnerable as you through completely different contexts. But things got better. It took time. But there’s no need to be so damn hard on yourself —",0
"Men can't be feminists, Lewis. You have no say in this movement. If you think women's rights are anti-trans, you acknowledge the conflict between trans rights and women's rights, and you choose to prioritize males. You're no feminist and no ally. #womensrightsarehumanrights",1
"yeah imma need selenators to stop calling me sexist bc i dont like selena, then call hailey a housewife/trophy wife. i know a lot of those accounts are men too, hint hint, treating one girl with respect just bc you like her does not erase your sexism done to other woman",1
I tend to think an rsx is a chick car though lol #notsexist,1
Russia has a sport to spank womenIndia has a sport to touch women without consent,1
Yes finally somebody said it. Why it bothers me so much: “Wonder Woman (of all people) is an emotional cripple for 66 years over a guy?”,1
"I swear I'm not sexist, but all girl drummers look really awkward whilst playing.",1
shiro i cant find it it's that one edit with this bgm that's really funny and posts about how his d ick isnt even big while pica of him manspreading is being shown )): dammit i loved that one,0
A lazy unpatriotic hairy girl bitching . That needs a better bra for support.,1
"You are no more a Celtic fan than a ignorant cunt , who displays ideals that are polar opposite to this great club. Respected throughout the world , not only for the football , but for their absolute promotion of social justice. So fuck off.",0
"What a good man can do, a woman can do just as well or even better. Together we are best.",0
Are you having period ?,1
"It's our ""thing"" just the same way women touch each other's boobs and ass while playing and joking. We don't touch ourselves like that. Men and women are completely different, and you can't and shouldn't expect us to behave or the same way.",1
The wall men hit vs the wall women hit,0
he legit deleted it because chinese fans said the hat was ugly,0
You need to sponsor this man(@/punklenix). Never have I met a more ardent defender of the noble kilt!https://t.co/gI5lVX57wM,0
"When we perform at our highest level of potential, we are content. Because we have given I best in what we enjoy doing.",0
Real ladies should respect traditional values. men should be men and women should be women,1
stay safe bbz &lt;3,0
Me: Do you want me to spank you?Woman: Yes daddy!!*We were at the park. I was talking to my kid!!,1
And there shouldn't be any jobs that only require women to wear high heels,1
I swear it's not sexist but Chase Budinger's release emulates a woman shooting a basketball.,1
thinking,0
"Not even Misogynist Magnetic Poetry is this cliche. get back to the kitchen, slut.",1
It's anti-feminist and I see it from so many self proclaimed feminists.,1
"and not only homophobic but ""the most homophobic"" like yeah sure sir of course homosexual women are your biggest oppressors",0
Daddy just loves to spank young women on the bare ass,1
No offence to anyone but women are poor drivers,1
Just because most men can take sexist remarks towards our gender doesn't mean they're not sexist. We just don't cry,1
"All of this nonsense started with mass virtue.""You need to do this for me"" they cry.More people need to say ""fuck off you selfish cunt and stay inside""Make no mistake, those advocating that you must do as they say for ""their health"" are fascists.",0
I don't care how hard you think you are if you cant act like a man no one will respect you,1
No its not your bank account Your driving licence anything with mr is owned by the state your first name is who you are as a living man/woman,0
"Damn you made a page all about it, daddy never loved you huh?",1
I spent #Christmas with my mom and all 7 of my sisters. I discovered something after spending time with them today. The reason I'm instantly turned off by nagging women is because they remind me of my sisters. #redpill #MGTOW,1
"Im all about making canon characters POC but this woman made herself out to be POC herself, even her icon is extremely deceptive! Using a trend among POC artists to market your own work as a white person is so fucking disgusting. I cringed reading this.",0
If this SLAG was the voice on audio books I would listen to EVERY BOOK SHE DID.,1
Not sexist but don't find women stand up comedians funny ever,1
Fuck me like the slut i am 1/2,1
"“Wonder Woman 1984 action star Gal Gadot showed no fear of calories while digging into a slice of cake."" Articles like this reinforce the idea that eating &amp; calories are something to be feared which can damage young women’s mental health. Do better #MediaMindful",1
Who makes the rules? Using the term mansplaining is nothing more than a third-wave feminist attempt to manipulate strong men (or who they perceive to be strong) into self-censorship.,1
"Melania, the mail-order trophy (third) wife, posed nude multiple times.But sure, let’s attack Dr. Jill Biden for having too much education.",1
"Your 100% right those that love RJ &amp; TLJ have the right to love it, but don’t feel like u can call me a bad fan for thinking the movie was horrible. Also calling someone a sexist for not liking the Holdo character is not okay.",0
There wasn’t enough mansplaining and thirst traps on Facebook,0
a sick fuck who i fucking hate that cunt hurt me,1
"Just remember boys and girls, Billy calls a young lady a slag.Imagine the language he uses when he's cleaning your windowshttps://t.co/EPOqaZmx3c",1
but it's really just another tweet about how people have decided that porn is evil and fictional characters are equally as important as real victims of horrible things such as CSEM. Its rooted in conservative puritan views about sex pretty much,0
"Ahhhhhh so you just admitted women make the easiest things so complicated, i shouldn't have to complete a Rubik's Cube in order to know if a girl like me or not",1
Your outfit has to be professional,0
She shoudn't get her panties in a bunch.,1
"And we'll hang out in the coolest barsIn the V.I.P. with the movie starsEvery good gold digger's gonna wind up thereEvery Playboy Bunny with her bleached blond hair and, wellHey, hey, I wanna be a rockstarHmm, hey, hey, I wanna be a rockstar",1
I'd be scared to have a woman running the country. women are too nice.,1
A vagina is an uneducated woman's diploma.,1
Women are seriously awful drivers,1
"Yep, got a real prize there LOL!Skank - nounDEROGATORY•INFORMALa sleazy or unpleasant person.",1
Don't go around saying women run the world when it's MEN that literally run it,1
WOMEN’s Mag gonna WOMEN’s Mag. Hey Toots — don’t want to be lonely? Literally walk into a coffee shop.Men have to earn Companionship.Women? It is given to them.Just like everything else they have.Me?Born alone.Work alone.Live alone.Die alone. With a smile.,1
Hi please could you explain to my daughter and me why there are only 5 women on your Guess Who board and 19 men? #everydaysexism,1
"I hate men that get in women’s business if I want to sell my nudes for a fake lv bag then that’s what I’m going to do, feet pics are so hard to make good money off of",0
"Getting real tired of binary trans women saying the cyberpunk 2077 trans poster is terrible and all trans people hate itI'm trans people, I love to ""mix it up"" in terms of my gender and aesthetics, also the model looks fucking cool and probably has a sentient strap-on???",0
I am engulfed in evil excrementSent to drainSodomize the earth are slainAnother head to rotMorbid fascination,0
Clearly label illustrations and re-enactments. #gamergate,0
"did you know that when you look at a girl, you rape her?",1
Call me sexist but I won't watch OITNB cause all the main characters are women,1
"Americans who believe our taxes give us the right to know the state of our communities have your back. Life changing information needs to be public, not repressed.",0
im getting gangbanged by my freinds in not the way i expected but also in a way i still appreciate &gt;: C,0
I just feel like suits are more for men,1
"I can't deal with women football announcers. I'm not sexist, it just doesn't sound right.",1
Call me sexist but I just cannot stand female rappers......yuck. That voice though.....,1
I have a million valid arguments. That doesn't change reality.,0
I'm a dumb blonde and if you say otherwise you don't know me,1
He had threatened to go to other women during and after our relationship. He has threatened to kill himself when I wanted to leave. He has called me names consistently when it did not go his way. He has threatened to ruin my life. Now he has threatened to release a private video.,1
Call me sexist but I do not like girl refs for football.....,1
So that’s sexist. Males who rape women don’t even have a possibility of 3-11 years. But him over him up to 11 years ??? #RHOP,1
Are you saying Matt Gaetz and Louis Gohmert shouldn't be in charge of women's reproductive choices?,0
"I appreciate you bringing good content to me, though.",0
"Reminds me of that time i walked in in my husband fucking our dog, but then i decided to go make them a snack as i remembered my grandmothers wise words ""cook for your husband you worthless peice of shit""",1
Women can't drive,1
Glad it wasn't just me who saw the #EverydaySexism in this #twitterAd,0
I have three different mentors &amp; two of them are women. Saying that to say women can be great leaders.,0
Gotta take the bad with the good.,0
Great input from in this article about why avoiding sexual harassment while running shouldn't be all about what #women have to do to stay safe- men need to change. #everydaySexism,1
a hundred failures mean a thousand successes,0
"Worked in a virtually all female environment, not sexist but comes with it's own problems, sadly…",1
women just piss me off,1
Men who do plastic surgery and take steroids are unnatural men. Go call me sexist. Come back when you can actually formulate an original thought other than rehashed leftist garb. You sound goofy af,1
I'm not sexist but I hate all female rappers.,1
Mhm I knew you'd feel the same - Let one of these puritan types bully another kid at a con or something and just see what the adults do.,0
This woman is tapped man. Goodnight,0
"direct quote from OP: ""When it comes to learning i prefer a male"" so nice try",1
I hope there's a hell of a lot of republicans in Kentucky that are hurting right now. It's called Karma and ever single one of you that voted for Mitch deserve exactly what you're getting.,0
It isn't sexist if you're right.,1
Been going to social clubs since i was 12 and to see women in the main bar is mad like just not right. #notsexist,1
"The economy isn't a sentient being that can ""treat people with dignity and respect."" So, what are you *really* trying to say here?Also, Neera is a creep who outs sexual harassment victims.",0
"It bothers me when anyone uses foul language, but coming out of a girls mouth it seems 10x worse #KeepItClean #NotSexist",1
"Like most people I can be lazy, so it's nice to have a goal or deadline or reason to work out. I feel better when I get to exercise, or when I'm outdoors. I like to hike, swim and run, and I love to play soccer.",0
I'm not sexist but that female ref just made an awful awful call that could cost the Magic the game. Bunch of garbage that was!,1
"Ah yes the old small dick insult lol, used by stupid women when theyve been beaten in an argument. Begone ya stupid bint youre only embarassing yourself now",1
I'm not someone who's led my life trying to get publicity I'd rather do my work and go home.,0
"Systemic, no. Again though it shows that misandry is still something that does indeed happen. Something doesn’t need to be systemic in order for it to be oppression.",0
"This is a historically ignorant statement.Just because this is playing to a Tumblrina aesthetic and not to you is no reason to write off women in comics, and there have been a lot of women in comics.",1
lucas is cute monster cock tease,0
"Still waiting for a response from the Crown B*tch of Saudi Arabia! You think I care that your a ""Crown Prince"" . NO!!I How does it feel to kill &amp;dismember a journalist or imprison a female activist for having the audacity to say that women should be able to drive?FU!!!",1
Saint Paul comes to mind. Unmarried and celibate. Modern women treat marriage as an acceptable symbiosis. Not as a mutually beneficial and reciprocal bond. Men get abandoned in illness and burned in divorce. #mgtow,1
"You have obviously have never been to a club, I have had gay men grab me, women grab me. Women make me grab them. Money is a powerful motivator. Hell women in clubs that are not known for big money guys let men do all kinds of things.",1
"I'm not sexist, but women just shouldn't be sports announcers.",1
and as far as a girls team.. Name me one all female team who has placed top 25 at a major event. Not sexist but it's a waste,1
"Go ahead, tell me #Feminist and #sjw ""activists"" aren't crazy. ""Diversity in Space"" #MRA #MGTOW #men #guys #boys #mensrights #mensrightsmovement #mensrightsactivist #mensrightsmatter",1
Are any neurons firing in there?,0
Women do not exist to provide men with sex. It's rape culture when men say it. Women's sexual refusal is not why some men rape women.Women are not at fault for the men who commit acts of violence against women after being refused sex.the point of feminism is i'm not a sex object,1
Twitter is just one big boy vs girl competition it’s like an elementary school ooooo the girls have cooties ahhhhh the boys are yuckyyyyy,1
It isn't sexist if you're right.,1
Basically a sexual predator who is only nice to women for sex.,0
"So when people say, “Sexual Harassment Training” instead of, “Sexual Harassment PREVENTION Training,” are they whistleblowers too?",0
"Y'all can exit this conversation because nobody likes a feminist you piss everybody off,…",1
Why are Los Angeles women so bitchy?,1
You get a promotion,0
the definition of cock tease is me driving past the exit for my house bc i have to clock out of work first,0
#womensday #WomensEqualityDay #Feminism 1st book of its kind site view : Amazingly #man's and #woman's faces can be recognized so easily in all #races. There is more. Women love to #chat &amp; like #Jewellery. Men like just one thing...,0
Look man... This couldn’t have gone any other way. I was born into a life that’s oppressive to women. I was born into a life that would have resulted in a failure.. I made mistakes personally &amp; I know what mistakes I made.. I know my role in disaster.,1
"(against #sexkauf), (against #childtrafficking), (against #patriarchy, for correct human history &amp; sociobiology). Happy to lose followers for you to gain some.",0
"I'm not sexist, but if I hear a woman's voice on the radio I turn it",1
What these bitches want from a nigga,1
"You are lying. In March very little was known about covid. People used to think the earth was flat and women were responsible for determining the sex of their offspring. Tell us, what long term effects will you have 5 years after recovering from covid? You are a lying grifter",0
"I love females but I swear everyone someone comes close to hittin my car, I look and it's a female. #NotSexist",1
"If MOST girls say ALL men are assholes, they're not sexist, but if MOST guys say MOST women can't drive, they're sexist.…",1
I have difficulty relating to protagonists that are tiny Japanese girls. Sorry. Call me sexist if that makes you feel better,1
Can you explain why what she described there is wrong?,0
An over the hill gold digger who don’t give a fuk about the Christmas stuff,1
Beautiful girlJAKE NOSSO ORGULHO,0
Call me sexist or whatever you'd like but I can not listen to a female calling or analyze a mens college basketball game.,1
-become aggressive when I ignore them-trying to touch/touching me-sexual comments -continuous harassment after I say I'm not interested,1
Im UPSET you didn’t get the part of her hitting that infamous shoulder shimmy but this is a fucking slapper!!!!!,0
Whooooo once in million that happens y’all get hella happy like fam y’all need to chill man this hilarious URL literally damn if you damn if you don’t URL literally has to be that A+plus student for Life but if they get A- it’s problems in the house lol.,0
Seeing this 70 year old white woman driving this challenger reminded me real quick to never judge a book by it’s cover,0
"""relax afterward"" <-- so after a standard 8 hour shift of child-rearing and housework you take over, or when she's dead?",1
Everybody has to start somewhere. You have your whole future ahead of you. Perfection doesn't happen right away.,0
"The root cause of this imbalance is harmful gender norms and unequal power dynamics between girls and boys as well as men and women. But with education and creating awareness, women can work with men to transform harmful gender norms, root out GBV and promote gender equality!",0
What?? Well let them play if they want who told you I am against it... I was just trying to give some reasons anyway let them do what they want but never call me sexist again,0
"Ladies, invest your money in stocks. Play the market like men do. Trade options. It’s not hard, it doesn’t make sense to anyone at first but you can trade fake money until you get the hang of things. And you don’t need a lot to start!!!! Let’s get this bag in 2021",1
MY BROTHER IS WEARING A VERY SHORT SKIRT AND HE’S GORGEOUS,0
"What's your top Title tracks ? ( can be more than 1 )Mine are : Beautiful, Shine forever, follow and Fantasia !",0
"Call them, they’ll have the little beautiful fluffy cat you need, and they’ll be going to a purrfect home with your family!",0
Women should never be allowed to talk about sports on TV.,1
Would someone PLEASE get these women on #Bridgerton some stinking parasols and bonnets? You can’t be traipsing all over Hyde Park in the middle of day like that without protection from the sun. You’ll burn to a crisp.,0
They are all fat and drunk. Aren't those pre-existing conditions?,0
"Some Women Know How To Add Value... Most Like Cars, The Value Depreciate After You Spank",1
my new years resolution is to not argue with men about feminism,0
"#YouTube, like other #socialmedia platforms have #threatened, #harassed, #bullied, and #defamed any poster who have questioned the left agenda, posted facts about #fraud, #China, truth about #COVID-19, in clear violation of the 1st amendment. Their claim is it is harmful. FALSE.",0
Oh my god the sluts are going to get through,1
Trophy wife says my Elvis impersonation is spot on!!,1
Na na na I am not guessing I am 100% sure thay you used to fuck your friends and post on Twitter to gain followers i.e your previous account got banned. That's why you are guessing everybody do the same. But I would like to tell we are not same cunt.,0
I meant this one. Can you explain why it's wrong?,0
Women comedians aren't funny at all. Case closed.,1
I don't think men and women are equal.,1
"yeah, not going to take those stats at face value. None of the women I know who have been assaulted in Poland reported it in any way. Our sex-ed, doesn't acknowledge marital rape or consent in general. Unless the rape is violent, it's not even taken as rape by a lot of people",1
#NotAllMen dit rien steup,0
know a lot of bitch niggas who got guns.These niggas look like models wit they guns. Run down on a nigga wit no gun. Bitch when you see me nigga don’t run.,0
"Nope, I'm going to have to disagree with him.",0
I'M SCARED THEY WILL REALISE I'M A HYPOCRITE MAMCKAMXMXCMe in class : ur literally a cishet man stfu Me on twt male idols: men omg male idols manspreading OMG ruin me,0
"Reality begs to differ. With you on the trans out of women’s sport, your anti-male rhetoric was bad enough that you won’t be missed, though. I was interested in the crossover of opinions, but logic is the death of feminism. Egalitarian, out",1
"It doesn't exist, I'm trying to bring it back but people get pissy at me and leave the convo or call me sexist, rapist etc",1
Hold them to this high of a degree or pedestal just because they decide to change their body. Plus size bodies matter. Period. And any woman/person losing weight doesn’t take away from that fact.,0
I want to work with kids. I would love to be a teacher.,0
Why can't all women be like this,1
Women are most respectable in our society and culture. I believe in giving them due respect no matter what the situation is.,0
I'm not sexist but does the WNBA really have to exist,1
"If your Idea cannot CHANGE the INDUSTRY, you have added no VALUE",0
just finished the first season of gossip girl,0
I honestly think Gonzaga would beat UK as bad as the women’s team beat Wofford today.,0
I didn't realize I was supposed to treat you as a child whose opinion is irrelevant. Sorry. My bad.,1
The saddest thing about Sundays are that churches are filled with simps and betas in search for the love of their life. These ones are cock carousel vets on the prowl for providers. Freakin' sad.,1
"Bitch, you’re coming home with your trophy wife.",1
"She’s like the Lance Armstrong of the cock carousel. Should have taken the W and finished on top. Instead, She just can’t accept retirement, she just can’t let it go. Gotta take it for one more spin. “It’s shake ‘n bake time”",1
Pending Surviving Member Certificate (SMC) for over 21 days!! #seniorcitizen being #harassed. #unwarranted #delay. Pls help #plsprioritize #urgent #support,0
I just feel that some men have learned they can launder their misogyny through critiques of liberal feminism but as a non-liberal it’s obvious to me who the strongest vitriol is reserved for.,1
"I don't blame Shupranakha as much as I blame Ravana.Ravana could have chosen to believe his brother and not made Rama enemy. But instead he went all ""believe all women"".",0
"God Told me ""Do Not Go Into the New Year with any of those Evil Women as Members who Want to Ruin the Lives of your Friends and Family (For their Own Selfish Political Agenda) they have Caused Much Harm (and Don't Deserve it"" Steve D",1
"I am going to create a restaurant called ""Sandwich world"" and i am only going to hire women.",1
"so what feminazi want to suggest is kita kena squeeze woman in to get equality ke? bukan by merit? batshit stupid stuff here lol.tak kisah semua perempuan or semua lelaki pun, if the panels deserve that post by merit, let em be.",1
"cranking my feminism knob up to ""radical"" until my feminism machine short circuits and suddenly i hate a whole, incredibly marginalized, population of women",1
"I don’t get it.Premier says never forget but disbands the violence against women committee? This can’t be true, or can it?",1
"News channel, followed immediately by big block cock",0
fuck uou rat bitch i hope harry snag süd- ur face i to the pavement slutbag@horsechock fuckhead snake,1
Hearing what Kathleen Stock said about Ireland's GRA at the Gender Recognition Act Reform consultation today makes my blood boil.It's completely disrespectful to the Irish feminist community and the strides that Ireland has managed to make in women's rights in recent years.,0
All women do is beg for money nd sex......most of all CHEAT,1
taking photos of my fat tiddies and belly like all the skinny girls i see :),0
Saying this like I will ever made this - big tits best blowjob and pron sex #VaginalToys #PureMature,1
"betraying the sitting RC Pope (cf. Pope Francis' Christmas message 2020), the camel &amp; the eye of a needle, and the Puritan Protestants on Mayflower, his forebears. What a guy! Charles II &amp; Louis XVI, I am sure, would both welcome him up there or down there, one of those. ~~",0
"I'm not sexist, but a chick shouldn't be able to say ""I'm on my period i don't feel good"" and not have to work.",1
Boy Moms: I'm raising my son to *respect* women and keep their hands off themAlso Boy Moms: WE SPANK CUZ IT *WORKS*,0
Everyone is treated to their true value,0
birthday cake is one of the best songs of the 90s tho eternal slapper,0
Sexual harassment law is very important. But I think it would be a mistake if the sexual harassment law movement is the only way in which feminism is known in the media.• Judith Butler#QuotesFolder,1
Shut up cunt you look like a thumb,1
The best boss is the one who bosses the least.,0
they all say they're like 16 in their bio though so im hoping they'll grow out of hating women,0
Norihiro Mishiro upsets former 130-pound titleholder Masayuki Ito via majority decision - The Ring,0
I'm not sexist or against women it's just a girl should never rap,1
Not sexist but women have a weird sense of humor and can't drive,1
I think Kat is a real nasty bitch I was hoping that her and Andre were eliminated he was the one who made watery fish soup?🐀🐕🐀,1
Nothing is really work unless you would rather be doing something else.,0
Look like a cunt even if the world is telling you not to,0
"NIGGA CAN YOU READ? She didn’t falsely accuse him of rape. SHE EXPOSED HIM FOR BEING A HARASSER WHICH HE WAS. Women need to be aware of niggas like him. Him killing himself isn’t her fault, that was his decision which is ON HIM.",0
"when their youth is gone. But certainly it's a big plus to men (not simps) who fight against feminism and whole MRA movement. I expect these women to.. show the world they are not oppressed and happiest compared to feminists, show men that good women still exist and support them",1
"Lol...3rd and 4th points in your tweet are so basic and so widely known that mere fact that you had to mention them is, by definition, mansplaining.",0
Women shouldnt rap its gross #notsexist,1
"BeCaUsE I’m nOt GaY!! Oh so you expect women to be ‘grateful’ to be offered sex by men they don’t want to have sex with, but you won’t be grateful for the same offer?How do they know they won’t like it if they’ve never tried? How ungrateful and hypocritical of them.",1
"I understand that, but theres no excuse for the amount women in here using this as a chance to vent their misandry.We can share our stories without statements like these.",1
