Text,Label
RT @MdDleAstprince: Call me sexist but men are the breadwinners women can make money too but the household gotta be in order within asucces…,1
RT @PainfulAugustus: @lilysboo every girl should be sad for not being a boy,1
"RT @PainfulAugustus: @lilysboo i'm no sexist, i'm a realist",1
RT @EllisHornabrook Im no sexist... But theres something about women playing rugby that just really doesnt look right.,1
"@james19XX I'm not sexist, but girls riding bikes just looked weird af.",1
"RT @ColbyHarris902: I honestly can't believe they added female Soldiers to Call Of Duty Ghosts, I'm not sexist but it's kinda weird and a l…",1
"RT @PsychicStoner: No I'm not sexist for calling you a cunt, you're just offended that I called you what you are and are really just angry …",1
"@akidaffendi Yo fyi, I'm not sexist =_= i just like to piss off you girls x)",1
RT @MadJoyPad: I'm not sexist or a scientist or researcher but the stuff girls write and put on social networks is evidence that men are sm…,1
Today one of my students spoke loudly and openly about how it's unfair that women get shit for doing No Shave November. There is hope.,1
RT @nathancharman I'm not sexist but hearing a group of drunk females trying to do the yaya/kolo toure chant feels wrong,1
"RT @AledThomas22 Not sexist, but cannot stand watching sport with women #question #question #question",1
RT @jgmason93 Superb parking; couldn't have done a better job myself LOL #womandriver #notsexist #2013writeoff http://t.co/4mqjpCMnDs,1
RT @OsmanMays Am I the only one who was never aware female pilots existed? #bumpyride #notsexist,1
RT @SF_XVII I tend to think an rsx is a chick car though lol #notsexist,1
@Watzittoyaa And no im not sexist lighten up and learn to take a joke,1
"@Cashyeww Girls are not allowed to participate in No shave November... I'm not sexist, you're just gross",1
RT @Vulc4nMind @Aandapples  // nope. I'm not sexist but I think the doctor should stick with a male,1
"RT @JamesAltoft I'm not sexist, but any other driver would just drive not stop every 2 seconds when an open lane is to your left!",1
RT @VSVPDeezyy_ Not sexist but there are certain things that a woman can't tell me NOTHING about.,1
RT @DJ_KAYE_: I m not sexist but y do female managers think they r the god greatest creation.. Way too power hungry .. U lot need to chiiil…,1
RT @Bene_TheJet It still bothers me that Cammi Granato got in the hall of fame before Adam Oates. I'm not sexist but really?,1
"RT @katedudge I'm not sexist but I think in general, men make waaaay better music",1
RT @HussMiawad Not sexist but I believe women have a tendency to be more impractical than men.,1
RT @rich_connor Call me sexist but the only women I can take serious when they're angry are my mom and grandma,1
RT @frankteezy Call me sexist but I don't think I wanna see a women president at this stage in my life,1
@sbrew11 It isn't sexist if you're right.,1
"@MelvoBaptiste This isn't sexist before anyone starts, it's just true..... Female comedians are not funny!! Not one! Ever!",1
@Stopp12 I'm not sexist whatsoever BUT I CANT STAND hearing a chicks voice on sports talk radio.,1
@OfficialBeech I don't tweet about periods. Women shouldn't tweet about football. #notsexist #truthhurts,1
RT @OfficialBeech: @YesYoureSexist have you even seen a women kick a football. I thinks it's probably genetic.,1
"@OfficialBeech I've never seen ""a women"" do anything. But I've seen Sam Gordon own a field full of boys.",1
RT @marquesdaryl: I'm not sexist. But there is no chance in hell I'm letting a girl beat me at anything. Sorry,1
RT @RHoward617: @RossBarnes9 I'm not sexist but I hate hearing the female football sports casters. Idk why,1
"RT @joelnoizes im not sexist but girls should not rap, its weird",1
RT @LewisHutchinson Mum plugs the ipad charger in but doesn't turn the plug on #typicalwoman #notsexist,1
RT @Keltonsexy250 I'm concerned for the girls driving their dates in this weather.... #notsexist,1
RT @Matt_Toppa I hate women sports analysts #notsexist #theyrejustannoying,1
@LithiumJA Never ever take directions from a woman! #notsexist,1
RT @KingHammock Fat Amy isn't funny because she's a women... I personally don't think women are funny at all #notsexist #realtalk,1
"@nhowe911 This transexual speaker said when she became a woman, she got worse at driving #proof #NotSexist",1
"RT @Durazzo_Cover32 Call me sexist if you want, but girls should never do the commentating for football, or any men's sport for that matter",1
RT @Ryan_Clevenger Call me sexist but I get annoyed by women anchors on SportsCenter,1
@V_bergs always extremely skeptical when these things first come out Call me sexist or whatever you want but sexual assault is a broad term,1
"RT @In_The_AYERR I'm not sexist, but I must say women are the worst drivers...",1
"RT @TheSpanishAfro_: The people at work are childish. Lol its run by women. Im not sexist but when women dont agree to something, oh man...…",1
"RT @ChazSpence1 I'm not sexist but a woman should not be commentating on rugby, it's just not right #ScotlandvsAustralia",1
RT @AustinDrawbond I swear I'm not sexist but there are way too many female drivers in this town.,1
RT @bigjhill23: This chick amy schumer is 2 funny! Women comics really gotta come wit it. Not sexist but most women comics are limited for …,1
RT @cielsolwazi: Not sexist but something ain't right when women calling a football game lol,1
RT @JonathanFowler_: This is not sexist... But I CANNOT handle women announcers! I am about to mute the tv #dukevsunc,1
"RT @Krayfish35: It bothers me when anyone uses foul language, but coming out of a girls mouth it seems 10x worse #KeepItClean #NotSexist",1
RT @BC_Makin_It_Big: Call me sexist but I refuse to watch a football game in which a woman referees. #ItsaMansSport #DUKEvsUNC #NoWomenExis…,1
"RT @TroyMV1 im sorry, im not sexist, but i'd be scared to have a woman running the country. women are too nice.",1
@awesomeadanxd I'm not sexist. But Men are superior to women.,1
@KenBest I swear I'm not sexist but watching girls basketball usually makes me want to shoot myself in the head,1
Have a feeling u'd find s'thing 2 complain about. @Hheath10 wouldn't care if she was just an average ref but she got it all wrong #notsexist,1
Yeah bc military battles = RIVETING @AndrewMNorton I'm not sexist at all but reading about the social advancement if women is so boring.,1
A classic! @RyanWHuck For those that care I love women im not sexist. I make jokes. Sorry.,1
Like computer programming? http://t.co/RXBeH9zwA0 @TannerLeeCook Im not sexist butttttttttttttt I don't fuck with womanly jobs,1
@TJBernasky im not sexist r anything but i really dont feel comfortable having a female BARBER cut my hair ever again,1
@tropicalcoffin when i play mortal kombat i only pick girls im not sexist i just like boobs,1
RT @DemaMatar: I'm not sexist but I prefer male professors over females.,1
RT @SClowers6: I'm not sexist but I don't agree with women on sports shows that talk solely about men's sports.,1
RT @KeatonRich: I'm not sexist but I hate when certain girls tweet about football when I bet they think offside is a seasoning.,1
"RT @LoloKurth: I'm talking football with a girl, this is weird. #sorry #notsexist",1
"RT @Omg_Mitch: I'm not sexist, but sexist jokes are funny",1
"RT @HAULINBASS25: I'm not sexist, just saying guys are tough all month, women are tough for 25 days of the month and then complain they are…",1
"RT @B_Willy2013 Any real man knows, that being able to cook is one of the most attractive qualities a your woman can have. Hahaa #notsexist",1
YOU'RE SO POPULAR @isaaaacdavid Just snapchatted every girl in my phone and told them to make me dinner. Lol #notsexist,1
"*yawn* @Eminent_dude Im sorry but women cannot drive, call me sexist or whatever but it's true.",1
"Time machine broken again, Socrates? @captain_coook you can call me sexist and maybe thats true but i dont think a woman should be president",1
"""Radical""? lol no @David_i_think Call me sexist. But a girl playing bf4? Lol no",1
"Why yes! @PatrickEheM Call me sexist, biased, or whatever. I seriously think terrible driving is passed down through the Y chromosome.",1
"Too bad they won't take you! @the_CRISPY_man Call me sexist all you want, but I'll take a woman who can cook over one who can't ANY DAY",1
"Can't talk w/males, can't grasp anything more complicated than a video game. @Dylan_Vadnais24 Can't talk sports with females..call me sexist",1
"Now that's the weird brain-destroying sexism I'm talkin' about! @JoeGallois Call me sexist, but women are not good at high fiving each other",1
Good thing you'll never get the opportunity. @ItsJonTyler I just don't feel safe driving with any girl call me sexist,1
"So I assume you won't be having children, because that is a 24/7 job. @AlexDramaAklilu call me sexist but my wife will not have a 9-5 job.",1
"Not even Misogynist Magnetic Poetry is this cliche. @captain_coook @YesYoureSexist get back to the kitchen, slut.",1
"Because fat men and fat women have equal opportunity in this world, right. @Carlozaffino I'm not sexist so I will call you fat if I please.",1
"WHOA, a rare shit gem in the sewer. @Brettonme I'm not sexist I just really hope I don't have a daughter",1
"RT @BJDGAF I'm not sexist, but girls shouldn't wrestle",1
RT @CharlesClassiqk: sorry I'm not sexist BUT there is a double standards there's certain rules for dudes and there's certain rules for fem…,1
"RT @HenryBeans It was the best of times, it was the worst of times. But she had amazing tits, I gotta say. #notsexist",1
"RT @Peyton_Drinking: #NotSexist but is Erin Andrews the most average looking ""super talked about as a hottie"" ever?  Totally fine sports re…",1
"RT @jamesy_cuv: The best part of a woman's body is their hands, simply because they can make sandwiches and clean shit with them #notsexist",1
"@andrewbossvoss Eh, seems about right... #notsexist http://t.co/ajbW13kK2p",1
"@SexKittenParty @YesYoureRacist Wow, no, okay, do not compare the word ""whore"" to the n-word.",1
RT @FG2k20z3: Im not sexist but women do not belong on ESPN as analyst or commentators!!!,1
RT @_oimatewtf: I'm not sexist but girls who have abs and all that nonsense are really not attractive,1
"RT @JMontgomery94: I'm not sexist, but I've seen 5 pieces of the most dreadful driving this morning in this garage, everytime it's been a w…",1
RT @rking425369: Im not sexist but a girl should know how to cook! if i know how too then she should too just saying,1
"RT @davidrobertsss: Sexism is horrible, I am not sexist, but the statement 'all men drivers are better than woman' is correct in every way …",1
"RT @ol_dirtymarco I'm not sexist, but I must admit the ""Women belong in the kitchen"" jokes were worth a chuckle.",1
RT @KinnleeB: The FIRST ever Man vs Woman MMA fight is taking place this weekend in Brazil. Like for real? This should not happen #NotSexis…,1
RT @mrdangdang Evan Fornier needs to grow some facial hair because he looks like he belongs in the WNBA. #womanly #notsexist #justtruthful,1
nope. http://t.co/5a8IkX8Jup @nzzml @amirashaa #fact women talk 3 times more than men #NotSexist,1
RT @nathanbonter21 I'm sorry but I can't handle women commentators or women talking about sports on ESPN #NotSexist,1
"RT @GabeMiller22 I'm not sexist at all, but woman sports analysts shouldn't be a thing",1
"RT @NoCoolKnickname I'm not sexist and I'll probably get in trouble for this but, Women werent designed or created to be alone",1
"You should be locked up, you sociopath. @ninjaphi To prove I'm not sexist, I'm going to punch a women in her face",1
"@TheOnlyJHarris WOMEN SHOULD NOT DO PLAY BY PLAY FOR MENS SPORTS!!!! IM NOT SEXIST, IT'S JUST FACT. THEY ARE AWFUL.",1
RT @GrahHarwarddd Call me sexist but I can't stand females being announcers for male sports.,1
RT @D_Copee Call me sexist but I don't trust woman drivers .. Or atleast the woman in my family,1
RT @ben_thomas93 Call me sexist but really don't find female comedians funny at all,1
@jrdrury13 Call me sexist but my son can do whatever he wants lol my daughter not so much,1
RT @ChadT35 Female comedians aren't funny #notsexist,1
@Stevobrooo Nothing quite as degrading as a man using a feather duster. #GenderRoleShock #NotSexist #JustManly,1
"RT @_chonz Call me sexist, but I couldn't watch a women do standup if my balls were an inch from the bandsaw.",1
"RT @joe_kriz Not sexist, but it's hard watching a game when there is a female commentator.",1
"RT @kellixbrown I'm not sexist, but I really cannot stand women sportscasters. #sorry",1
"@j_degeorge I'm not sexist by any means, but no woman should ever be allowed to announce a football game #KnowYourPlace",1
RT @IanPipebomb Beth Mowins voice annoys the living hell out of me. #mute #espn #BeefOBradysBowl #BeefsBowl #notsexist #justsaying,1
RT @theJPDH @Lukeyjuke the majority [of bad drivers] are women right? #observation #notsexist,1
"RT @atchley62 Call me sexist, but I really don't like when women do the commentating for football games.",1
"RT @Tcrawford714 Call me sexist, but I don't like watching football with a female commentator",1
@Mic_Ross Dumb women call me sexist... real ladies respect the traditional values.. men should men and women should be women,1
"@theJPDH ""the majority of shoppers are women, there are some bad cart drivers out there, hashtag not sexist"" Nice try.",1
"@theJPDH @YesYoureSexist two and two does not make five, you know that, right?",1
"@Snoogens_604 Im not sexist, racist, or have contempt for handicapped people, but a funny joke is a funny joke",1
RT @BoleynButtz: I believe in equal rights there for am not sexist but women's reaction times & general awareness 2 whats going on whilst d…,1
@Ben_Humes Why is everything for girls or related to girls on Twitter? #NotSexist,1
"@JesseElJefe A lot of ppl call me sexist. But those ppl are women, and their opinions don't matter.",1
@oglefro I am not sexist... But I hate women announcers... They try to sound to analytical...,1
RT @BarrettWatson27 I'm not sexist but I cannot stand when there's a woman commentator talking when I'm watching sports.,1
RT @Joseph_MC3 I'm not sexist but it's extremely hard for me to listen to a female vocalist,1
RT @TheDonTwon Im not sexist but feminist piss me off..,1
"@Dehner07 In usually not sexist, but girls are refs in the NBA ? Wow.",1
"RT @jcantrell12: For the record, I'm not sexist. But if you can prove me wrong about female comedians, I'll make a formal apology to the wo…",1
LMFAO @BrandonHonaker1 LMFAO who cares about the women UFC title match not sexist but seriously no one cares lol.,1
RT @RyBen3 I'm not sexist: but I do not like that the first game where two women are Linesman is the BYU game. We always have luck like this,1
"RT @RyBen3: @LJoyce11 my comment was sexist, but I'm not personally, always a sexist.",1
"RT @KhalilAOfficial First, female sports. Now we have female refs and female announcers...what has life come to...#NotSexist",1
"RT @ElderAwesomeish: Some ppl call me sexist cuz I don't want my wife to ever work. I want her to stay home and clean, raise out children, …",1
"@ElderAwesomeish ""relax afterward"" <-- so after a standard 8 hour shift of child-rearing and housework you take over, or when she's dead?",1
"RT @ElliottVKay Call me sexist, but I'm just not comfortable with ladies reffing football.",1
"RT @ElleDunc Call me sexist, but I preferred COD without this stupid chick.",1
RT @WLeM32 Call me sexist but I do not like girl refs for football.....,1
@AbeAmas Call me sexist but I still don't like how the main character of legend of korra is a woman. It just doesn't feel right.,1
"In @AbeAmas's version of Legend of Korra, the main character is Mako and it's a story about hair gel and filing routine paperwork",1
RT @kristc67 When a girl looks more buff than me... #gymtime #eeew #notcute #notsexist #justscared,1
RT @GrahamInglish Hahahaha I'm sorry but if you watch Women UFC fights kys #NotSexist #ItsJustWeird,1
RT @coltonodoherty I hate it when girls are in a bad mood so what i'm trying to say is I hate girls,1
"RT @hadyn1878: Hate girls who think they're really hot because they get with a different person every week, when really it's because they'r…",1
RT @NoahRough I swear I'm not sexist but about 90% of girls are terrible at video games. Maybe it's just my sister though.,1
RT @stephaybabes Not sexist but i think male comedians are funnier than female ones. http://t.co/0nRJQFuzxI,1
RT @polovelli: Not sexist but women tend to be late for every event regardless of the race it prolly in their genes. Need some mutagens in …,1
"@ImSandeshJain Not sexist, but women in Burkhah scare me. Totally.",1
RT @LoweryJake I'm not sexist but holy shit women drivers are awful!,1
@adnan_bahatti55 Don't treat women like an object. It doesn't like it... #JK #NotSexist #SorryNotSorry,1
RT @_buttersnips I'm not sexist or anything but I hate when women do commentary on sports.,1
"RT @Matt_McCabe7: I'm no sexist but the last thing I wanna read about is women's, football or cricket on the sky sports news app! #controve…",1
"@Dean_Carr Call me sexist but woman football commentators annoy me so much, they never shut up",1
"RT @jaykyew Call me sexist, but hearing a woman do play by play for a football game just sounds off to me",1
"RT @BMKT8 Call me sexist or whatever you wish, but for some reason i really hate when girls talk about football.",1
"@Jay_FJ Go ahead, call me sexist. Inept women. http://t.co/0OAHeJ4CDm",1
RT @GNSL_22 I'm not sexist for my opinion on women drivers.. I've just experienced it plenty of times.,1
RT @blackocracy: I'm not sexist or anything so I hope no single broad try to swerve me but... a woman's ultimate position is to be by a man…,1
@DonivanGray I'm not sexist or anything but EVERY girl is crazy no exceptions.,1
"@Gwbear7 Only females recognise the ""final spin"" on a washing machine full of clothes #NotSexist #Fact",1
RT http://t.co/3bvazJfhS4 @CyCopplelops Call me sexist but men will always be superior drivers,1
"@InKYweTrust Call me sexist, idc. But when girls fight, your argument just sounds retarded.",1
RT @elya_halim I am not sexist. But i am becoming one when i am driving.,1
@Abdul_a95 I'm not sexist but female characters in TV shows are 99% usually the most annoying character,1
"@E_B_A_H__3 Im not sexist, but football ain't meant for women",1
@ChristianCraw4 I'm not sexist but I do feel there are too many women on ESPN #notthesameRT @SocraStEEEz: I'm not sexist but straight up the world is not ready for one of the most powerful and influential countries to have a woman,1
"RT @DyslexicDwarf I'm not sexist, I'd just prefer it if she was making me a sammich, instead of reading Twitter.",1
"RT @Arsenick3 I'm not sexist, I follow some very well informed and knowledgeable female fans but the comment was daft!",1
@unicatbirdwhale make a sandwich :o #notsexist,1
"RT @Jackie_boyyyyy xbox's were designed for boys and make up was designed for girls, get the idea #notsexist #promise #lol",1
"RT @ahall012 If you are a women,and this is no sexist comment directly, and we are watching football just don't talk unless my team scores",1
RT @EBeisner @ahall012 I agree with you!! I would rather brush my teeth with sandpaper then watch football with a girl!!,1
@E_B_A_H__3 @YesYoureSexist how unfortunate get tf off my mentions,1
RT @Arsenick3: @YesYoureSexist saying something enforces a stereotype isn't the same as stereotyping #JogOn,1
"@Arsenick3 ""I'm just selectively highlighting women who meet the stereotype I'm fishing to confirm. HOW IS THAT SEXIST""",1
"RT @BenOX4D I'm not sexist, but when a woman presents a football show I just can't take her seriously.",1
RT @JabzzSalam Not sexist but girls on twitter aren't funny,1
RT @CoryBeats @BlacckGall I don't ever want a female talking while football is being played #notsexist,1
RT @JoeParker45 Not sure women's darts should be on tv unless these too are just really bad! Seen better in the pub #notsexist #justshocking,1
@Thecolouredkid_ I'm no sexist I'm just a realist and can't make sense of some of the shit we do as a society,1
"RT @Po0le_Boy: Call me sexist, but if you're watchin Bachelor over the Nat.Championship just proves you're not a sports fan no matter whose…",1
"@TheRobotard8000 call me sexist or old fashioned, but the new trend of dudes taking alimony is shameful and utterly unmasculine.",1
@Rojdarabbit Ladies...If you've been around your price goes down. Call me sexist but u know it's true. #joke,1
@Thecolouredkid_ @YesYoureSexist suck my balls hoe,1
RT @NathanWassihun I'm not sexist but BITCHES CANNOT DRIVE,1
RT @asher_budd I'm not sexist but there's not a single women's sport I can stand to sit through,1
"@Prattsays I'm not sexist, but I just remembered why I hate feminists. Unless you're Black orJewish please stop whining.",1
"RT @fairbairn77: I'm not sexist or anything but...(no really i'm not, hear me out) if you're a female comedienne you have a lot to do to ma…",1
"RT @BenjiLaw1: I'm joking when I tell a woman to make me a sandwich...but if I want spaghetti, bitch better make it. #NotSexist",1
"RT @ben_sulley I don't care if people call me sexist, I don't find female comedians funny",1
"RT @JustMarn Im not sexist, but When it comes to learning i prefer a male .. All my fave teachers were male.",1
"@inkiebird @JustMarn direct quote from OP: ""When it comes to learning i prefer a male"" so nice try",1
RT @McGorrigan I'm not sexist but woman's football makes me feel sick,1
RT @DJP_3 Women are really bad drivers. #notsexist #sorryitsthetruth,1
RT @BrianRienecker Call me sexist but I just can't stand women auto journalists. Something just isn't right about it.,1
RT @JRamirez_3 I'm not sexist... But why the heck do I have a girl as my personal trainer..??,1
RT @ExclusiveGinger I'm not sexist but most girls = bad drivers,1
"@luchi_55 I'm not sexist, but girls aren't funny.",1
"RT @vsvpgoblin I'm not sexist, but some bitches can't drive for SHIT.",1
RT @ConnellyBock Im not sexist but I hate woman sports commentators,1
RT @DOCTOR___J I swear I'm not sexist but get these ladies outta here when it comes to football,1
RT @DoctorJ09 Not sexist but I really dislike women announcers!!,1
RT @ryangowan29 I'm not sexist but i hate serving women! They're so unbelievanly fussy about their drinks,1
"RT @peterWSP15 LOL and no fucking doubt, I'm not sexist but especially girls, no respect for men what so ever (well most of them)",1
RT @charlwhat HOLY FUCK IM NOT SEXIST BUT ALOT OF WOMEN CANNOT FUCKING DRIVE,1
RT @loganbrown64 It's good to talk with your wife but it's so much easier to say shut up n make me a sammich #notsexist lol,1
@StrosDude9 What is one thing I care less about than soccer? Women's soccer. #NotSexist,1
RT @_els_7 Women's tennis is of a good standard #shitnoonesays #notsexist #stillenjoywatchingivanovic,1
RT @MrSorrentino_ Oi I'm not sexist but I swear to god only like 2% of the women population in London know how to drive properly ffs.,1
"RT @kohfuckyourself I'm not sexist, but Feminists make me sick in how they go about fighting for equality. Sorry.",1
#bizarresexism @LifeOfStrife I don't know why buy I find a hearty handshake between two women to be very awkward. #notsexist,1
@_REDDY71 A word to all the ladies in very short skirts or shorts this summer - 'Thanks'. #NotSexist #Grateful,1
RT @A_Truth94 Call me sexist I don't care but a Pakistani girl should know how to make Roti,1
"@IkeMahrer6551 call me sexist, but i hate to hear girls argue bout sports",1
RT @terrwill09 Call me sexist but I don't like women commentators on men sports,1
RT @christoph_welsh Call me sexist but I do not like female engineering teachers,1
"@pumpkinking39 I'm not sexist but dammit, the best jokes are.",1
@babaaibrahim the bitch was driving it. God damn I'm not sexist but that is not a car that should be driven by a female ever lol,1
@nkrause11 Dudes who go to culinary school: #why #findawife #notsexist :),1
"RT @4boardman I'm not sexist, but women comedians aren't funny at all",1
"@pjbish @Pocolow a man with an umbrella, just doesn't look right. I'm with you bro. #notsexist.",1
RT @ryland_foster watching the mens slope style is way better than watching women's #notsexist #justsayin,1
"@farinjini @micaleel Pizza for dinner? I'd say you need a wife, but twitter would call me sexist.",1
@iMudassir Call me sexist but shopping with women can take centuries >.<,1
"@bradwall3 Call me sexist, but I just can't enjoy a game as much with a woman announcer calling it",1
@_ChrisNichols Call me sexist but I have no desire to see a stand alone Wonder Woman movie.,1
RT @HeyItsReecie Ok so i hav a girl replacin my battery its kinda strange......#NotSexist,1
RT @IWantMooro: I'm sorry. Call me sexist but women shouldn't get involved with football. I've made an oath never to take a bird to the,1
@OliPaterson I'm not sexist but; women playing poker........ :/,1
RT @Laarrma im not sexist. but... it does bring a tear to my eye when i see a woman successfully reverse into a parking space.,1
"@Laarrma Why, because she backed straight into your balls? Because that's what I would do, with scientific precision.",1
"@TomFordyce1 Women's t20 cricket, I'm not sexist but I'd rather kick myself in the eye",1
"@FSenkiw I'm not sexist, but I can't work with 5 female managers at the same time anymore",1
"@cartermontg Just heard someone say ""feminists are fantastic"". I'm really hoping I don't hear that ever again. #notsexist",1
"@jimboslice_13 @ry_casper ""how to discribe rape. His dick was hungry!"" #notsexist",1
"@jimboslice_13 Rape culture is not about ""sense of humor."" It is about silencing, shaming, and terrifying women.",1
"@jimboslice_13 ""Never knew rape was a culture"" well COLOR ME SHOCKED to find you to be as ignorant as your 1st impression implies",1
RT @stdan99 Call me sexist I guess but I just can't do female commentators wanted to watch #CINvLOU but watching #FLAvMISS instead,1
RT @Stef_C_80: Call me sexist but this is exactly why girls should not be taking serious with football! 3nil down and she's smiling http://…,1
RT @AverageSpursfan I'm not sexist but fuck me half of the women yids on Twitter are fucking clueless,1
RT @Sam_Evs23: Im not sexist but most women today will take up all the best seat in the pubs/clubs when they have no clue what's going,1
BELIVE @PatSayDat I let females know they don't run shit round here. I'm not sexist but I do BELIVE in showing respect where it's due.,1
"RT @patrick_fish3 Im not sexist, but 2 girl refs. Really",1
"RT @URBINA52 @my_sweetness_ I'm not sexist, but show me a good women driver... One in a million lol",1
RT @jkronenwetter18: Call me sexist or a pig or whatever but the only 2 women that should be allowed to do anything with sports: Erin,1
RT @jkronenwetter18: @brirourk like they honestly know the most of any women at ESPN. They also just happen to be the sexiest,1
"@jkronenwetter18 I'm sure the commentators you DON'T find attractive make less money, because your opinion matters so much.",1
RT @gottaCOPEwithit I'm not sexist but women in letterman'a jackets look so weird to me,1
RT @pauleldridge2 I'm not sexist but I can not stand women commentators,1
RT @bennyd40 Not sexist but I'm getting a little tired of female announcers.,1
"RT @jonny_stallone: Call me sexist when it comes to football idc. I hate when girls put up a pic of a ""hot"" guy and thats the team they're …",1
"http://t.co/ht4FBQ6zUT @maizerage13 ""@trutherbot: http://t.co/O9AeJP6JR8"" call me sexist idgaf, but this is true",1
"@CepedaAriana Call me sexist, I just feel men & women have their appropriate roles in life",1
"RT @maizerage13: You sound dumb end of story, quit crying and making a big deal of little things tf @YesYoureSexist",1
10-to-1 odds this guy faints after one punch @AaronObviously I'm not sexist but girls can't fight and if you think you can you need to stop,1
@AwkwardEP I'm not sexist but a lot of females lack true logic sometimes. A lot of guys are just dumb though.,1
RT @IsaiahBlood Peyton Manning need to change his name to Peyton Girling. Because that's how he's throwing. #nooffenseladies #notsexist,1
RT @cpham_15: Girls that are cheering for a team bc they think one of the players is hot need to get back in the kitchen #NotSexist #JustTh…,1
"RT @sensip40 Call me sexist but the true definition of a #goddess is a good house wife & mother who also has good health,looks and physique",1
RT @sensip40: The broken ladies of my and younger generations fail this description in one way or another. And the men are to feminine to d…,1
"@JonTaylorr I'm not sexist, but women's football should be in the Paralympics.",1
"@skateparkslut I'm not sexist, but I really dislike the majority of teenage girls",1
RT @metin_gozde I remember when I used to refuse to get on the bus if a woman was driving it #NotSexist,1
RT @alexxxarich: Go ahead and call me sexist but scandalous women are wayyy lower in my book than scandalous men. Mainly cause I want to be…,1
@JohnJohnisKilla Call me sexist or whatever it is but there's a BIG difference 2 guys and girls there is no equality in ability in general,1
RT @KingAreed: Call me sexist or whatever but if ur my gf/woman/wife keeping the house(exception our room) laundry & folding clothes is a M…,1
RT @_katieorsini not sexist but female comedians are so shit,1
"RT @bazjayuu: @rachdancey @joanne_pardoe @tracci74 typical female, wants everything :-)",1
"RT @LobnaTM of course there are exceptions, but women are bad drivers. I'm sorry but it's true #NotSexist",1
RT @RobDurbinn I'm not sexist but women rappers are a bigger joke than the WNBA,1
"RT @basyoni95 I'm not sexist , but a lady Assassin just isn't right .. #AssassinsCreedLiberation",1
RT @rfc884: I'm not sexist but I bet if I had one month of training I could do all these snowboard tricks the girls are doing and I've neve…,1
RT @Bilal_Ali90 Not sexist but these Asian girls hu cant cook..yall better find a good divorce lawyer,1
"RT @David_Franzen13 Call me sexist if you'd like, but I just cannot watch women's hockey. So boring.",1
"RT @Jus_HollyWood Call me sexist but 98% of y'all women cannot drive man, and 100% of y'all read this and said ""not me"" in y'all head",1
RT @Integrated_me Call me sexist but BJP male volunteers are more intelligent than female http://t.co/WaIYyTxIWb,1
RT @ZoeHarris9 Call me sexist but watching women play rugby is just plain wrong #weird,1
@Rhace138 Call me sexist but I don't think women should be allowed to grow beards,1
"RT @mugnezee Not sexist , but watching girls ice hockey is really painful .. What are you doing ???",1
